-; GreyBlock; (474, 108); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6364, -421); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6360, -368); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6363, -318); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6363, -264); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6363, -275); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6371, -378); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6371, -220); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6410, -220); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6453, -209); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6572, -635); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6572, -592); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6572, -548); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6568, -515); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6568, -471); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6568, -439); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6568, -401); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6572, -368); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6568, -296); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6568, -329); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6565, -264); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6595, -220); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6623, -231); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6521, -542); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6545, -537); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6611, -526); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -498); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -592); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -548); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6852, -456); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -417); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6857, -357); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -367); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6852, -303); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -307); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6860, -275); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6852, -226); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6896, -590); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6975, -536); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6932, -584); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6968, -550); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7007, -508); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7013, -465); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7008, -401); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7007, -443); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7007, -339); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7003, -373); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6998, -288); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6968, -246); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6922, -226); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (6878, -226); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7087, -401); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7087, -359); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7093, -311); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7097, -282); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7089, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7089, -246); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7127, -365); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7167, -387); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7242, -407); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7247, -373); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7252, -345); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7238, -297); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7238, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7242, -266); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7247, -492); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7317, -421); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7337, -381); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7353, -345); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7363, -297); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7377, -246); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7379, -266); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7407, -280); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7427, -317); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7437, -365); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7447, -415); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7527, -415); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7578, -415); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7608, -409); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7517, -367); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7522, -339); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7572, -317); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7618, -311); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7614, -359); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7532, -295); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7517, -246); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7562, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7618, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7582, -224); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7688, -246); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7688, -196); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7654, -148); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7682, -218); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7820, -421); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7834, -370); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7840, -384); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7860, -330); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7890, -294); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7900, -260); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7920, -238); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7945, -280); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7950, -336); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7955, -384); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7960, -412); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7965, -372); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7976, -302); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7995, -246); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7980, -286); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7930, -308); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (7965, -342); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8021, -280); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8041, -344); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8036, -330); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8045, -398); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8045, -378); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8041, -294); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8055, -435); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8140, -310); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8176, -323); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8214, -324); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8220, -358); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8219, -401); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8180, -422); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8111, -403); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8149, -422); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8113, -366); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8115, -332); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8111, -288); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8108, -263); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8115, -233); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8165, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8200, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8235, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8315, -427); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8311, -378); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8315, -344); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8315, -288); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8311, -260); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8320, -314); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8361, -356); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8376, -378); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8406, -378); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8305, -232); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8472, -312); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8514, -333); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8556, -336); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8590, -359); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8606, -398); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8579, -418); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8554, -413); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8474, -401); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8516, -417); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8474, -416); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8475, -374); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8470, -338); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8468, -271); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8471, -240); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8513, -221); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8560, -223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (8596, -223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (500, 277); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (461, 277); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (467, 69); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (445, 17); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (419, -53); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (419, -13); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (450, 54); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (423, -74); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (397, -145); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (406, -107); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (397, -197); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (369, -206); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (369, -175); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (384, -175); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (342, -252); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (325, -298); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (309, -344); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (292, -397); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (303, -405); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (303, -381); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (276, -443); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (259, -489); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (237, -528); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (270, -535); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (297, -535); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (189, -522); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (222, -482); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (200, -430); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (167, -359); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (176, -405); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (215, -460); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (139, -305); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (139, -320); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (128, -283); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (137, -250); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (101, -221); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (133, -250); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (117, -206); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (90, -160); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (79, -121); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (95, -204); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (58, -90); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (45, -44); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (47, -22); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (19, 17); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (19, 47); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (14, 93); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-2, 131); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-2, 155); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-13, 192); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-24, 247); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-20, 225); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-29, 284); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-40, 330); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-43, 277); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-70, 231); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-87, 194); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-98, 148); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-102, 93); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-124, 115); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-124, 56); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-152, -4); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-141, 17); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-168, -53); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-179, -90); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-196, -127); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-212, -173); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-224, -213); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-234, -250); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-251, -305); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-240, -289); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-262, -357); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-262, -329); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-279, -381); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-288, -427); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-299, -465); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-321, -511); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-290, -519); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-257, -519); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-343, -519); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-371, -526); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-334, -467); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-349, -419); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-360, -381); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-371, -351); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-393, -298); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-388, -351); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-393, -313); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-420, -274); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-437, -237); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-437, -191); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-453, -151); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-464, -121); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-470, -83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-481, -37); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-492, -7); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-514, 63); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-503, 32); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-518, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-525, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-535, 170); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-551, 207); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-562, 253); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-579, 299); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-495, 308); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-583, 293); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-627, 308); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-563, 293); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-530, 293); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-90, 323); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-70, 277); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-75, 308); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-108, 255); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-112, 209); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-108, 284); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-134, 185); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-147, 170); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-147, 133); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-158, 100); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-173, 56); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-130, 85); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-190, 10); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-189, -20); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-217, -96); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-212, -59); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-233, -158); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-228, -129); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-272, -228); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-256, -191); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-287, -274); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-267, -267); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-294, -320); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-305, -357); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-320, -403); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-320, -449); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-108, 139); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-42, 223); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (-69, 345); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (564, 287); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (659, 104); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (745, 100); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (707, 93); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (777, 100); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (777, 146); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (777, 176); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (751, 222); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (718, 244); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (691, 244); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (670, 216); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (652, 130); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (663, 167); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (659, 214); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (659, 253); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (652, 314); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (652, 345); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (657, 268); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (657, 345); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (652, 376); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (860, 84); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (867, 137); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (867, 115); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (871, 161); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (871, 198); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (867, 229); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (904, 115); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (931, 106); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (987, 115); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (992, 174); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (987, 146); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1018, 100); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1051, 75); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1090, 97); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1090, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1090, 121); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1090, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1084, 205); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1053, 229); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1020, 229); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1003, 214); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1145, 97); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1156, 128); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1151, 183); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1156, 161); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1156, 229); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1190, 242); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1215, 227); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1225, 196); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1229, 161); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1231, 121); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1231, 95); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1293, 95); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1293, 124); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1293, 154); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1296, 185); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1304, 229); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1337, 229); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1356, 227); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1372, 183); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1370, 121); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1370, 51); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1375, 0); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1373, 27); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1373, 67); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1373, 106); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1373, 141); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1317, 82); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1353, 78); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1515, -15); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1515, 28); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1515, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1515, 45); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1521, 129); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1510, 168); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1521, 205); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1547, 245); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1575, 230); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1543, 61); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1483, 59); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1635, 92); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1630, 129); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1635, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1635, 205); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1652, 236); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1696, 230); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1733, 230); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1744, 175); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1740, 197); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1744, 144); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1735, 98); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1696, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1641, 89); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1663, 83); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1963, 67); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1930, 74); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1904, 74); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1882, 98); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1913, 135); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1941, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1985, 159); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1980, 190); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1958, 212); [Coordinates(1, 1), 50, 50]
-; GreyBlock; (1886, 227); [Coordinates(1, 1), 50, 50]
